katalogusszam,sap_rendelesi_szam,megnevezes,listaar_huf,statusz
756832,LG-756832,"Valena Life TV csatlakozóaljzat + RJ45 Cat. 6 UTP aljzat burkolat, fekete",2005,
756842,LG-756842,"Valena Life 2P+F csatlakozóaljzat burkolat csapófedéllel, fekete",2952,
756872A,LG-756872A,"Valena Life 3 vezetékes nyomógombos fényerőszabályzó burkolat, fekete",5195,
756882,LG-756882,"Valena Life forgatógombos fényerőszabályzó burkolat, fekete",1792,
756892,LG-756892,"Valena Life nyomógombos fényerőszabályzó burkolat, fekete",0,Megszűnt termék!
756892A,LG-756892A,"Valena Life 2 vezetékes nyomógombos fényerőszabályzó burkolat, fekete",2308,
756952,LG-756952,"Valena Life 2x2P+F csatlakozóaljzat burkolat, fekete",1409,
764500,LG-764500,"Niloé egypólusú kapcsoló, fehér",865,
764501,LG-764501,"Niloé váltókapcsoló, fehér",1070,
764502,LG-764502,"Niloé kettős váltókapcsoló, fehér",3452,
764503,LG-764503,"Niloé hármas egypólusú kapcsoló, 10AX, fehér",1942,
764504,LG-764504,"Niloé keresztkapcsoló, fehér",2580,
764506,LG-764506,"Niloé csillárkapcsoló, fehér",1204,
764507,LG-764507,"Niloé egypólusú nyomó 6A, NO-NC, fehér",1756,
764508,LG-764508,"Niloé kettős váltóérintkezős nyomó, fehér",4355,
764509,LG-764509,"Niloé váltókapcsoló 10 AX + nyomó 6 A - 250 V±, fehér",2373,
764511,LG-764511,"Niloé redőnykapcsoló (3 állású) 6A, mechanikus végállású motor közvetlen vezérléséhez, fehér",5557,
764512,LG-764512,"Niloé redőnynyomó (3 állású) 6A, mechanikus végállású motor közvetlen vezérléséhez, fehér",4561,
764514,LG-764514,"Niloé váltókapcsoló 10 AX IP44, fehér",2927,
764515,LG-764515,"Niloé nyomó NO-NC 6 A IP44, fehér",2630,
764517,LG-764517,"Niloé kétpólusú kapcsoló, fehér",1805,
764521,LG-764521,"Niloé univerzális LED 230V, mechanizmusok jelzőfényessé tételéhez",910,
764522,LG-764522,"Niloé váltóérintkezős nyomó jelzőfénnyel, fehér",2133,
764523,LG-764523,"Niloé jelzőfényes LED 12-24V 1,5mA",1231,
764524,LG-764524,"Niloé váltókapcsoló 10 AX IP44, fehér",0,Megszűnt termék!
764525,LG-764525,"Niloé nyomó NO-NC 6 A IP44, fehér",0,Megszűnt termék!
764526,LG-764526,"Jelzőfényes LED fényforrás 230 V - 0,125 mA, fehér",589,
764529,LG-764529,"Niloé 2P+F csatlakozóaljzat biztonsági zsaluval (csavaros), fehér",1642,
764530,LG-764530,"Niloé 2P+F / USB kombinált csatlakozóaljzat, fehér",14609,Készlet erejéig!
764531,LG-764531,"Niloé 2P+F aljzat IP44 biztonsági zsaluval, fehér",2521,
764532,LG-764532,"Niloé 2P+F aljzat csapófedeles biztonsági zsaluval, fehér",2225,
764534,LG-764534,"Niloé 2×2P+F csatlakozóaljzat (csavaros), fehér",1626,
764535,LG-764535,"Niloé 2P+F földelt aljzat, USB C-típusú csatlakozóval, fehér",10371,
764539,LG-764539,"Niloé 2P+F csatlakozóaljzat (csavaros), fehér",829,
764544,LG-764544,"Niloé 2×2P+F csatlakozóaljzat biztonsági zsaluval (csavaros), fehér",2399,
764545,LG-764545,"Niloé vakfedél, fehér",827,
764546,LG-764546,"Niloé IP20-as kábelkivezető, fehér",1672,
764547,LG-764547,"Niloé 2P+F aljzat IP44 biztonsági zsaluval, fehér",0,Megszűnt termék!
764549,LG-764549,"Niloé TV aljzat, ""F-F"", végzáró (1 dB), fehér",2154,
764550,LG-764550,"Niloé TV aljzat, ""F"" típus, végzáró (1 dB), fehér",2154,
764551,LG-764551,"Niloé TV csillagpontos aljzat, 9,5 (apa), végzáró (1 dB), fehér",2154,
764552,LG-764552,"Niloé TV aljzat, átmenő (14 dB), fehér",1684,
764555,LG-764555,"Niloé TV aljzat, végzáró (10 dB), fehér",1684,
764557,LG-764557,"Niloé TV-SAT aljzat, átmenő (14 dB), fehér",8223,
764558,LG-764558,"Niloé TV-SAT aljzat, végzáró (10 dB), fehér",6744,
764559,LG-764559,"Niloé TV-SAT csillagpontos aljzat, végzáró (1 dB), fehér",6193,
764563,LG-764563,"Niloé TV-RD-SAT aljzat végzáró (1,5 dB), fehér",7779,
764564,LG-764564,"Niloé TV-RD-SAT aljzat átmenő (14dB), fehér",7779,
764565,LG-764565,"Niloé TV-RD-SAT aljzat végzáró (10dB), fehér",7779,
764566,LG-764566,"Niloé TV-RD-SAT-SAT csillagpontos aljzat, végzáró (1,5 dB), fehér",8951,
764567,LG-764567,"Niloé TV-RD és TV-RD-SAT burkolat, fehér",1383,
764569,LG-764569,"Niloé 1xRJ11 csatlakozóaljzat, fehér",2764,
764570,LG-764570,"Niloé RJ11 + RJ45 Cat.5 UTP csatlakozóaljzat, fehér",3815,
764571,LG-764571,"Niloé RJ45 Cat.5 UTP csatlakozóaljzat, fehér",2427,
764572,LG-764572,"Niloé RJ45 Cat.6 UTP + 1xRJ11 csatlakozóaljzat, fehér",0,Megszűnt termék!
764573,LG-764573,"Niloé RJ45 Cat.6 UTP csatlakozóaljzat, fehér",4750,
764574,LG-764574,"Niloé 2xRJ45 Cat.6 UTP csatlakozóaljzat, fehér",7847,
764575,LG-764575,"Niloé RJ45 Cat.6 STP körmös aljzat, fehér",4750,
764576,LG-764576,"Niloé 2xRJ45 Cat.6 STP körmös aljzat, fehér",7847,
764577,LG-764577,"Niloé RJ45 Cat.6 FTP körmös aljzat, fehér",4750,
764578,LG-764578,"Niloé 2xRJ45 Cat.6 FTP körmös aljzat, fehér",7847,
764580,LG-764580,"Niloé 2xRJ45 Cat.5 UTP csatlakozóaljzat, fehér",0,Megszűnt termék!
764581,LG-764581,"Niloé kettős hangszóró-csatlakozóaljzat, fehér",6366,
764582,LG-764582,"Niloé mozgásérzékelős kapcsoló 0 - 400 W (izzó, halogén), 120°, 3-vezetékes, fehér",0,Megszűnt termék!
764582A,LG-764582A,"Niloé mozgásérzékelős (PIR) kapcsoló, 500 W LED, 3 vezetékes, fehér",21035,
764583,LG-764583,"Niloé mozgásérzékelős kapcsoló 3 - 250 W (izzó, halogén), 120°, 2-vezetékes, fehér",0,Megszűnt termék!
764583A,LG-764583A,"Niloé mozgásérzékelős (PIR) kapcsoló, 100 W LED, 2 vezetékes, fehér",21035,
764587,LG-764587,"Niloé szobatermosztát 8A, fehér",52173,
764588,LG-764588,"Niloé forgatógombos fényerőszabályzó 5 - 300 W (izzó, halogén), 2-vezetékes, fehér",23381,
764593,LG-764593,"Niloé Töltőaljzat Egyes USB-C típusú csatlakozóval, 1,5A-5V-7,5 W, Fehér",0,Megszűnt termék!
764594,LG-764594,"Niloé kettős USB-A+A töltőaljzat - 3 A - 15 W, fehér",7766,
764595,LG-764595,"Niloé kettős USB-C+C töltőaljzat - 3 A - 15 W, fehér",9430,
764596,LG-764596,"Niloé micro USB dokkoló, USB töltőaljzattal, fehér",17815,
764597,LG-764597,"Niloé kettős USB-A+C töltőaljzat - 3 A - 15 W, fehér",7766,
764598,LG-764598,Niloé IP 44-es védőburkolat egy billentyűs kapcsolóhoz vagy nyomóhoz,555,
764599,LG-764599,Niloé IP 44-es védőburkolat két billentyűs kapcsolóhoz vagy nyomóhoz,555,
764600,LG-764600,"Niloé egypólusú kapcsoló, bézs",865,
764601,LG-764601,"Niloé váltókapcsoló, bézs",1070,
764602,LG-764602,"Niloé kettős váltókapcsoló, bézs",3452,
764603,LG-764603,"Niloé hármas egypólusú kapcsoló, 10AX, bézs",1942,
764604,LG-764604,"Niloé keresztkapcsoló, bézs",2547,
764606,LG-764606,"Niloé csillárkapcsoló, bézs",1204,
764607,LG-764607,"Niloé egypólusú nyomó 6A, NO-NC, bézs",1756,
764608,LG-764608,"Niloé kettős váltóérintkezős nyomó, bézs",4355,
764609,LG-764609,"Niloé váltókapcsoló 10 AX + nyomó 6 A - 250 V±, bézs",2373,
764611,LG-764611,"Niloé redőnykapcsoló (3 állású) 6A, mechanikus végállású motor közvetlen vezérléséhez, bézs",5557,
764612,LG-764612,"Niloé redőnynyomó (3 állású) 6A, mechanikus végállású motor közvetlen vezérléséhez, bézs",4561,
764614,LG-764614,"Niloé váltókapcsoló 10 AX IP44, bézs",2927,
764615,LG-764615,"Niloé nyomó NO-NC 6 A IP44, bézs",2630,
764617,LG-764617,"Niloé kétpólusú kapcsoló, bézs",1805,
764622,LG-764622,"Niloé váltóérintkezős nyomó jelzőfénnyel, bézs",2133,
764624,LG-764624,"Niloé váltókapcsoló 10 AX IP44, bézs",0,Megszűnt termék!
764625,LG-764625,"Niloé nyomó NO-NC 6 A IP44, bézs",0,Megszűnt termék!
764629,LG-764629,"Niloé 2P+F csatlakozóaljzat biztonsági zsaluval (csavaros), bézs",1642,
764630,LG-764630,"Niloé 2P+F / USB kombinált csatlakozóaljzat, bézs",14609,Készlet erejéig!
764631,LG-764631,"Niloé 2P+F aljzat IP44 biztonsági zsaluval, bézs",2521,
764632,LG-764632,"Niloé 2P+F aljzat csapófedeles, biztonsági zsaluval, bézs",2225,
764634,LG-764634,"Niloé 2×2P+F csatlakozóaljzat, (csavaros), bézs",1626,
764635,LG-764635,"Niloé 2P+F földelt aljzat, USB C-típusú csatlakozóval, bézs",10371,
764639,LG-764639,"Niloé 2P+F csatlakozóaljzat, (csavaros), bézs",829,
764644,LG-764644,"Niloé 2×2P+F csatlakozóaljzat biztonsági zsaluval (csavaros), bézs",2399,
764645,LG-764645,"Niloé vakfedél, bézs",827,
764646,LG-764646,"Niloé IP20-as kábelkivezető, bézs",1672,
764647,LG-764647,"Niloé 2P+F aljzat IP44 biztonsági zsaluval, bézs",0,Megszűnt termék!
764649,LG-764649,"Niloé TV aljzat, ""F-F"", végzáró (1 dB), bézs",2154,
764650,LG-764650,"Niloé TV aljzat, ""F"" típus, végzáró (1 dB), bézs",2154,
764651,LG-764651,"Niloé TV csillagpontos aljzat, 9,5 (apa), végzáró (1 dB), bézs",2154,
764652,LG-764652,"Niloé TV aljzat, átmenő (14 dB), bézs",2552,
764655,LG-764655,"Niloé TV aljzat, végzáró (10 dB), bézs",2122,
764657,LG-764657,"Niloé TV-SAT aljzat, átmenő (14 dB), bézs",8223,
764658,LG-764658,"Niloé TV-SAT aljzat, végzáró (10 dB), bézs",6744,
764659,LG-764659,"Niloé TV-SAT csillagpontos aljzat, végzáró (1 dB), bézs",6193,
764663,LG-764663,"Niloé TV-RD-SAT aljzat végzáró (1,5 dB), bézs",7779,
764664,LG-764664,"Niloé TV-RD-SAT aljzat átmenő (14dB), bézs",7779,
764665,LG-764665,"Niloé TV-RD-SAT aljzat végzáró (10dB), bézs",7779,
764666,LG-764666,"Niloé TV-RD-SAT-SAT csillagpontos aljzat, végzáró (1,5 dB), bézs",8951,
764667,LG-764667,"Niloé TV-RD és TV-RD-SAT burkolat, bézs",1383,
764669,LG-764669,"Niloé 1xRJ11 csatlakozóaljzat, bézs",2764,
764670,LG-764670,"Niloé RJ11 + RJ45 Cat.5 UTP csatlakozóaljzat, bézs",3815,
764671,LG-764671,"Niloé RJ45 Cat.5 UTP csatlakozóaljzat, bézs",2427,
764673,LG-764673,"Niloé RJ45 Cat.6 UTP csatlakozóaljzat, bézs",4750,
764674,LG-764674,"Niloé 2xRJ45 Cat.6 UTP csatlakozóaljzat, bézs",7847,
764680,LG-764680,"Niloé 2xRJ45 Cat.5 UTP csatlakozóaljzat, bézs",0,Megszűnt termék!
764681,LG-764681,"Niloé kettős hangszóró-csatlakozóaljzat, bézs",6366,
764682,LG-764682,"Niloé mozgásérzékelős kapcsoló 0 - 400 W (izzó, halogén), 180°, 3-vezetékes, bézs",0,Megszűnt termék!
764682A,LG-764682A,"Niloé mozgásérzékelős (PIR) kapcsoló, 500 W LED, 3 vezetékes, bézs",21035,
764683,LG-764683,"Niloé mozgásérzékelős kapcsoló 3 - 250 W (izzó, halogén), 180°, 2-vezetékes, bézs",0,Megszűnt termék!
764683A,LG-764683A,"Niloé mozgásérzékelős (PIR) kapcsoló, 100 W LED, 2 vezetékes, bézs",21035,
764687,LG-764687,"Niloé szobatermosztát 8A, bézs",52173,
764688,LG-764688,"Niloé forgatógombos fényerőszabályzó 5 - 300 W (izzó, halogén), 2-vezetékes, bézs",23381,
764694,LG-764694,"Niloé kettős USB-A+A töltőaljzat - 3 A - 15 W, bézs",7766,
764695,LG-764695,"Niloé kettős USB-C+C töltőaljzat - 3 A - 15 W, bézs",9430,
764696,LG-764696,"Niloé micro USB dokkoló, USB töltőaljzattal, bézs",17815,
764697,LG-764697,"Niloé kettős USB-A+C töltőaljzat - 3 A - 15 W, bézs",7766,
770020,LG-770020,"Valena keret egyes, barokk",2894,Készlet erejéig!
770060,LG-770060,"Valena forgatógombos fényerőszabályzó 100-1000W izzó- és halogénlámpához, fehér",61268,Készlet erejéig!
770061,LG-770061,"Valena forgatógombos fényerőszabályzó 40-400W izzó- és halogénlámpához, fehér",22526,
770062,LG-770062,"Valena nyomógombos fényerőszabályzó 40-400W izzó- és halogénlámpához, fehér",0,Megszűnt termék!
770072,LG-770072,"Valena RJ45 informatikai csatlakozóaljzat Cat.6A STP, fehér",12385,
770073,LG-770073,"Valena 2xRJ45 Cat6A STP aljzat, fehér",15081,
770074,LG-770074,Valena fényerőszabályzó 600W izzólámpához fehér,0,Megszűnt termék!
770074A,LG-770074A,"Valena nyomógombos fényerőszabályzó 125W, 2 vezetékes, fehér",27936,
770080,LG-770080,Valena RJ11+RJ45 Cat5e UTP kombinált aljzat fehér,11210,
770082,LG-770082,"Valena HD 15 + 3.5 mm Jack aljzat, fehér",27467,
770083,LG-770083,"Valena HD15 csatlakozó, fehér",23752,
770084,LG-770084,"Valena hármas RCA csatlakozóaljzat, fehér",23752,
770085,LG-770085,"Valena HDMI csatlakozó, fehér",0,Megszűnt termék!
770091,LG-770091,"Valena szobatermosztát padlófűtéshez, fehér",74888,
770092,LG-770092,"Valena IP44 kétpólusú kapcsoló, fehér",5141,
770097,LG-770097,"Valena IP44 keresztkapcsoló, fehér",5141,
770098,LG-770098,"Valena IP44 kettős váltókapcsoló, fehér",6332,
770099,LG-770099,"Valena IP44 egypólusú nyomó csengőjeles, fehér",4974,
770100,LG-770100,Valena 2x2P+F csatlakozóaljzat alumínium,5355,
770101,LG-770101,Valena egypólusú kapcsoló alumínium,3447,
770102,LG-770102,Valena kétpólusú kapcsoló alumínium,4139,
770103,LG-770103,Valena hárompólusú kapcsoló alumínium,7802,
770104,LG-770104,Valena redőnykapcsoló alumínium,6201,
770105,LG-770105,Valena csillárkapcsoló alumínium,4362,
770106,LG-770106,Valena váltókapcsoló alumínium,3792,
770107,LG-770107,Valena keresztkapcsoló alumínium,5520,
770108,LG-770108,Valena kettős váltókapcsoló alumínium,6423,
770110,LG-770110,Valena egypólusú kapcsoló jelzőfénnyel alumínium,4441,
770111,LG-770111,Valena egypólusú nyomó alumínium,3792,
770112,LG-770112,Valena egypólusú nyomó lj alumínium,3965,
770113,LG-770113,Valena egypólusú nyomó lj jelzőfénnyel alumínium,4974,
770114,LG-770114,Valena redőnynyomó alumínium,6040,
770115,LG-770115,Valena egypólusú nyomó csengőjellel jelzőfénnyel alumínium,4944,
770119,LG-770119,"Valena húzózsinóros váltóérintkezős nyomó, alumínium",8757,
770120,LG-770120,Valena 2P+F csatlakozóaljzat alumínium,3078,
770121,LG-770121,"Valena 2P+F csatlakozóaljzat biztonsági zsaluval, alumínium",3417,
770122,LG-770122,Valena 2P+F csatlakozóaljzat csapófedéllel alumínium,4024,
770123,LG-770123,Valena 2P+F csatlakozóaljzat monoblokk alumínium,3453,
770124,LG-770124,Valena hangszórócsatlakozó alumínium,12884,
770125,LG-770125,Valena váltókapcsoló ef alumínium,4971,
770126,LG-770126,Valena váltókapcsoló jelzőfénnyel alumínium,4971,
770127,LG-770127,"Valena 2x2P+F csatlakozóaljzat biztonsági zsaluval, alumínium",5708,
770128,LG-770128,Valena csillárkapcsoló jelzőfénnyel alumínium,7078,
770129,LG-770129,"Valena TV aljzat végz 1,5dB alumínium",4994,
770130,LG-770130,Valena TV aljzat végz 10dB alumínium,4994,
770131,LG-770131,Valena TV aljzat átm alumínium,5798,
770132,LG-770132,"Valena TV-RD aljzat végz 1,5dB alumínium",7007,
770133,LG-770133,Valena TV-RD aljzat végz 10dB alumínium,7007,
770134,LG-770134,Valena TV-RD aljzat átm alumínium,7838,
770135,LG-770135,"Valena TV-RD-SAT aljzat végz 1,5dB alumínium",15453,
770136,LG-770136,"Valena TV-RD-SAT aljzat végzáró 10 dB, alumínium",15453,
770137,LG-770137,"Valena TV-RD-SAT aljzat átmenő 14 dB, alumínium",15453,
770138,LG-770138,Valena telefoncsatlakozó 1xRJ11 alumínium,5220,
770139,LG-770139,Valena telefoncsatlakozó 2xRJ11 alumínium,9465,
770141,LG-770141,Valena 1xRJ45 ISDN aljzat alumínium,0,Megszűnt termék!
770142,LG-770142,Valena TV-RD burkolat alumínium,1570,
770145,LG-770145,"Valena csillárkapcsoló egy ellenőrzőfénnyel, alumínium",7078,Készlet erejéig!
770146,LG-770146,Valena vakfedél alumínium,2464,
770147,LG-770147,Valena kábelkivezető alumínium,5296,
770148,LG-770148,Valena keresztkapcsoló jelzőfénnyel alumínium,6639,
770149,LG-770149,Valena kétpólusú kapcsoló ellenőrzőfénnyel alumínium,6191,
770150,LG-770150,Valena IP44 egyes keret alumínium,2764,
770151,LG-770151,"Valena egyes keret, alumínium",1607,
770152,LG-770152,"Valena kettős keret vízszintes, alumínium",3035,
770153,LG-770153,"Valena hármas keret vízszintes, alumínium",4095,
770154,LG-770154,"Valena négyes keret vízszintes, alumínium",6844,
770155,LG-770155,"Valena ötös keret vízszintes, alumínium",8549,
770180,LG-770180,Valena univerzális burkolat alumínium,1149,
770203,LG-770203,"Valena váltókapcsoló jelzőfénnyel 16A, alumínium",6519,
770204,LG-770204,"Valena kétpólusú kapcsoló 16A, alumínium",6127,
770205,LG-770205,"Valena váltókapcsoló 16A, alumínium",6127,
770211,LG-770211,"Valena 2P+F csatlakozóaljzat biztonsági zsaluval, rugós bekötéssel, alumínium",3970,
770212,LG-770212,"Valena kettős váltókapcsoló jelzőfénnyel, alumínium",7781,
770213,LG-770213,"Valena csillárkapcsoló 2 ellenörzőfénnyel, alumínium",7528,
770215,LG-770215,"Valena egypólusú nyomó csengőjellel, jelzőfénnyel, 250V, alumínium",4887,
770216,LG-770216,"Valena egypólusú nyomó csengőjellel, 250V, alumínium",3983,
770217,LG-770217,"Valena egypólusú nyomó címketartóval, jelzőfénnyel, 12V, alumínium",3983,
770218,LG-770218,"Valena kettős váltóérintkezős nyomó, alumínium",5436,
770223,LG-770223,"Valena hangszórócsatlakozó 2 kivezetéssel, alumínium",7240,
770226,LG-770226,Valena termosztát alumínium,50086,
770227,LG-770227,Valena komfort termosztát kapcs. alumínium,61704,
770228,LG-770228,"Valena mozgásérzékelős kapcsoló 40-320W, alumínium",0,Megszűnt termék!
770230,LG-770230,Valena 1xRJ45 LCS2 Cat5e UTP aljzat körömmel alumínium,7668,
770231,LG-770231,Valena 2xRJ45 LCS2Cat5e UTP aljzat körömmel alumínium,11210,
770232,LG-770232,Valena 1xRJ45 LCS2 Cat6 FTP aljzat alumínium,11227,
770233,LG-770233,Valena 2xRJ45 LCS2 Cat6 FTP aljzat alumínium,12501,
770234,LG-770234,Valena hotelkártya kapcsoló alumínium,13297,
770235,LG-770235,"Valena hotelkártya kapcsoló késleltetéssel, alumínium",27327,
770238,LG-770238,Valena 1xRJ45 LCS2 Cat5e UTP aljzat alumínium,6362,
770239,LG-770239,Valena 2xRJ45 LCS2 Cat5e UTP aljzat alumínium,9685,
770242,LG-770242,Valena 1xRJ45 LCS2 Cat6 UTP aljzat alumínium,8811,
770243,LG-770243,Valena 2xRJ45 LCS2 Cat6 UTP aljzat alumínium,11934,
770244,LG-770244,Valena 1xRJ45 LCS2 Cat6 STP aljzat alumínium,12385,
770245,LG-770245,Valena 2xRJ45 LCS2 Cat6 STP aljzat alumínium,15081,
770246,LG-770246,Valena 1xRJ45 LCS2 Cat6 UTP aljzat körömmel alumínium,9017,
770247,LG-770247,Valena 2xRJ45 LCS2 Cat6 UTP aljzat körömmel alumínium,12390,
